平均價,新北市_風速,臺中市_風速,臺南市_風速,高雄市_風速,桃園市_風速,新竹縣_風速,苗栗縣_風速,南投縣_風速,彰化縣_風速,雲林縣_風速,嘉義市_風速,屏東縣_風速,宜蘭縣_風速,花蓮縣_風速,臺東縣_風速,color
25.0,2.3,1.3,3.4,2.1,3.3,1.2,1.3,0.4,0.7,1.3,1.9,7.0,1.7,1.0,2.1,"rgb(29,239,226)"
24.82090909090909,2.3000000000000003,0.7999999999999999,2.1000000000000005,1.9,2.5,1.0,0.9000000000000002,0.5,0.4,1.3000000000000005,1.0,6.1000000000000005,1.3000000000000005,0.9000000000000002,1.8000000000000005,"rgb(19,237,236)"
26.754999999999995,2.2,0.7999999999999999,1.4,1.9,1.6999999999999995,0.9000000000000001,0.9000000000000001,0.5,0.5999999999999999,1.1,0.9000000000000001,4.0,1.6999999999999995,1.0,1.6,"rgb(16,231,239)"
27.0025,0.7000000000000001,0.9000000000000002,2.1000000000000005,2.1000000000000005,1.1,1.0,1.1,0.4,0.7000000000000001,1.6999999999999995,1.3000000000000005,3.100000000000001,1.5,0.7999999999999999,0.9000000000000002,"rgb(17,223,238)"
25.97727272727273,1.1,1.4,3.3,2.1000000000000005,2.7,1.3000000000000005,2.2,0.4,0.7000000000000001,1.3000000000000005,2.2,3.0,2.2,1.0,1.8000000000000005,"rgb(32,212,223)"
26.15545454545455,2.3999999999999995,0.7000000000000001,2.3999999999999995,1.8000000000000005,2.899999999999999,1.1999999999999995,1.1,0.29999999999999993,0.4,1.6,1.0,4.200000000000001,2.3000000000000003,0.5999999999999999,1.0,"rgb(65,223,190)"
26.482,1.1999999999999995,0.7999999999999999,2.3999999999999995,1.9,2.7,1.1999999999999995,1.6,0.29999999999999993,0.4,2.3999999999999995,1.5,3.8,1.8000000000000005,0.9000000000000001,1.5,"rgb(65,223,190)"
28.0,1.2,1.0,3.4,2.7,2.5,1.1,1.5,0.3,0.7,2.0,2.4,2.5,2.6,0.7,1.2,"rgb(62,225,193)"
23.61083333333333,0.9000000000000002,2.3999999999999995,5.0,3.600000000000001,2.1000000000000005,1.1999999999999995,2.3000000000000003,0.4,1.1,1.8000000000000005,3.2,5.200000000000001,2.3999999999999995,1.3000000000000005,2.899999999999999,"rgb(58,228,197)"
26.55636363636364,1.0,2.3000000000000003,4.9,3.100000000000001,2.1000000000000005,1.6,2.8000000000000003,0.4,1.1,1.4,3.100000000000001,6.1000000000000005,2.7,0.9000000000000002,1.3000000000000005,"rgb(40,254,215)"
25.715,1.5,2.5,5.0,3.100000000000001,2.6000000000000005,2.1000000000000005,2.899999999999999,0.29999999999999993,1.1999999999999995,1.4,3.0,7.400000000000001,2.3000000000000003,0.5999999999999999,1.4,"rgb(39,253,216)"
26.60454545454546,1.3000000000000005,2.8000000000000003,4.4,2.7,2.899999999999999,2.3000000000000003,3.0,0.4,1.1999999999999995,1.5,2.6000000000000005,7.9,2.6000000000000005,1.1999999999999995,2.0,"rgb(39,254,216)"
26.19666666666667,1.1999999999999995,0.7000000000000001,2.3000000000000003,2.2,3.2,1.5,1.5,0.4,0.5999999999999999,1.4,0.9000000000000002,7.200000000000002,2.1000000000000005,1.0,2.1000000000000005,"rgb(37,255,218)"
27.45090909090909,1.3000000000000005,0.7999999999999999,2.3000000000000003,2.2,2.1000000000000005,1.0,1.0,0.4,0.5999999999999999,1.4,1.4,5.0,1.8000000000000005,1.1,1.9,"rgb(30,248,225)"
28.0,1.4,0.8,3.0,2.2,1.5,1.2,1.3,0.4,0.5,1.3,1.6,4.0,1.5,1.2,1.6,"rgb(22,232,233)"
27.96833333333333,0.5999999999999999,0.5,2.7,2.0,1.0,1.0,0.9000000000000002,0.4,0.4,1.1,1.4,1.5,1.6,1.1,1.3000000000000005,"rgb(24,211,231)"
28.295833333333334,1.1999999999999995,0.7000000000000001,2.5,1.5,2.2,1.1999999999999995,1.0,0.5,0.5999999999999999,1.1999999999999995,1.5,2.0,1.8000000000000005,0.9000000000000002,1.6,"rgb(26,207,229)"
26.08833333333333,1.9,0.9000000000000002,2.8000000000000003,1.5,3.399999999999999,1.1999999999999995,1.1999999999999995,0.5999999999999999,0.5999999999999999,1.1,1.4,3.100000000000001,1.3000000000000005,0.9000000000000002,1.1,"rgb(74,206,181)"
28.5,0.7999999999999999,1.4,2.8000000000000003,1.6999999999999995,2.8999999999999995,1.3000000000000005,2.3000000000000003,0.29999999999999993,0.7000000000000001,1.1999999999999995,1.6,3.6000000000000005,1.1,1.0,1.1999999999999995,"rgb(52,217,203)"
27.744545454545456,2.3999999999999995,1.1,2.2,2.3000000000000003,3.3,1.1,1.8000000000000005,0.5999999999999999,0.5999999999999999,1.0,1.5,4.200000000000001,1.1,1.0,1.6999999999999995,"rgb(29,215,226)"
27.987,1.1999999999999995,1.1,2.6000000000000005,1.8000000000000005,2.2,0.5,1.0,0.5,0.5999999999999999,1.3000000000000005,1.1999999999999995,3.1000000000000005,1.3000000000000005,0.9000000000000001,1.4,"rgb(31,207,224)"
